,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
78,True,False,0.0,0.0,514349,0,0,-1,1,0,3,0.0,0.0,0,David,0.0,79,False,På utlån til Hinna,2025-06-21T11:30:10.726547Z,44,514349.jpg,0.0,False,Aksnes,0.0,False,,u,3,13,0,6,0,11,0,0.0,0.0,Aksnes,,,,False,p514349,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3849435.0
79,True,True,,,298197,0,0,0,0,0,3,2.2,2.2,2,Nicklas,2.2,80,False,,,50,298197.jpg,3.3,False,Strunck Jakobsen,0.4,False,,a,3,13,49,292,2,166,5,0.4,9.8,Strunck,,,,False,p298197,1280,2,2,2,27,0,0,3,0,0,5,0,0.000000,4098644.0
80,True,True,100.0,100.0,541123,0,0,-1,1,0,3,0.0,0.0,0,Martin,0.0,81,False,,2025-06-16T11:41:10.107339Z,44,541123.jpg,0.0,False,Åmot Lye,0.1,False,,a,3,13,0,7,0,10,0,0.0,0.0,Åmot Lye,,,,False,p541123,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3900961.0
81,True,False,0.0,0.0,354443,0,0,0,0,0,2,0.0,0.0,0,Imre,0.0,82,False,På utlån til Kjelsås,2025-04-15T16:01:43.093334Z,40,354443.jpg,0.0,False,Bech Hermansen,1.0,False,,u,4,40,0,19,0,531,4,0.0,0.0,Bech Hermansen,,,,False,p354443,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3305264.0
82,True,True,,,110790,0,0,-2,2,0,2,1.0,1.0,0,Ludvig,1.0,83,False,,,48,110790.jpg,1.5,False,Begby,0.2,False,,a,4,40,9,5,1,37,0,0.2,1.9,Begby,,,,False,p110790,72,0,1,0,2,0,0,0,0,0,0,0,0.000000,2704606.0
83,True,True,,,125592,0,0,3,-3,2,2,2.3,2.3,4,Daniel,2.3,84,False,,,58,125592.jpg,3.6,False,Eid,17.6,False,,a,4,40,62,10650,8,4018,170,0.4,10.7,Eid,,,,False,p125592,1312,0,2,7,15,0,0,2,0,0,4,0,0.000000,3290423.0
84,True,False,0.0,0.0,673919,0,0,0,0,1,2,0.0,0.0,0,Fallou,0.3,85,False,Overgang til St. Louis CITY SC,2025-07-04T21:37:45.441521Z,55,673919.jpg,3.9,False,Fall,3.7,False,,u,4,40,39,2464,0,2451,40,0.1,7.1,Fall,,,,False,p673919,880,1,0,4,9,0,0,4,0,0,3,0,0.000000,4082362.0
85,True,True,100.0,50.0,154741,0,0,0,0,0,2,0.0,0.0,0,Sigurd,0.0,86,False,,2025-03-10T21:36:08.031704Z,50,154741.jpg,0.0,False,Kvile,0.3,False,,a,4,40,0,8,3,93,0,0.0,0.0,Kvile,,,,False,p154741,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2750385.0
86,True,False,0.0,0.0,106224,0,0,0,0,0,2,0.0,0.0,0,Mads,0.0,87,False,Avbrutt kontrakt,2025-03-27T09:24:48.493586Z,45,106224.jpg,0.0,False,Nielsen,0.0,False,,u,4,40,0,0,0,10,0,0.0,0.0,Nielsen,,,,False,p106224,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3610663.0
87,True,True,100.0,100.0,757126,0,0,0,0,0,2,0.2,0.2,0,Kennedy,0.2,88,False,,2025-03-10T21:36:08.039420Z,45,757126.jpg,1.0,False,Okpaleke,0.0,False,,a,4,40,1,2,0,0,0,0.0,0.2,Okpaleke,,,,False,p757126,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,
88,True,True,,,32766,0,0,-1,1,0,2,1.0,1.0,1,Simen,1.0,89,False,,,54,32766.jpg,1.4,False,Rafn,3.0,False,,a,4,40,21,117,0,569,6,0.2,3.9,Rafn,,,,False,p32766,642,0,0,1,9,0,0,0,0,0,0,1,0.000000,2728524.0
89,True,True,,,268058,0,0,-1,1,0,2,0.7,0.7,1,Brage,0.7,90,False,,,49,268058.jpg,1.4,False,Skaret,0.2,False,,a,4,40,11,5,0,47,0,0.1,2.2,Skaret,,,,False,p268058,282,0,0,1,5,0,0,0,0,0,0,1,0.000000,3529189.0
90,True,True,,,447546,0,0,-1,1,0,2,0.0,0.0,0,Jesper,0.0,91,False,,,39,447546.jpg,0.0,False,Solberg,0.9,False,,a,4,40,0,146,0,241,5,0.0,0.0,J. Solberg,,,,False,p447546,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3650428.0
91,True,True,100.0,100.0,95721,-1,1,1,-1,1,2,1.5,1.5,1,Stian,1.5,92,False,,2025-03-19T12:37:51.884823Z,61,95721.jpg,3.0,False,Stray Molde,13.5,False,,a,4,40,51,4952,3,3466,179,0.2,8.4,Stray Molde,,,,False,p95721,1295,1,0,4,18,0,0,0,0,0,3,0,0.000000,2670978.0
92,True,True,,,482342,0,0,0,0,0,2,1.5,1.5,0,Maxwell,1.5,93,False,,,50,482342.jpg,2.7,False,Woledzi,10.5,False,,a,4,40,46,1509,5,1879,75,0.3,9.2,Woledzi,,,,False,p482342,1512,0,0,5,19,0,0,3,0,0,0,0,0.000000,4036076.0
93,True,True,100.0,100.0,186308,0,0,0,0,0,3,1.3,1.3,1,Jóannes,1.3,94,False,,2025-04-25T12:44:12.278393Z,65,186308.jpg,1.6,False,Bjartalíð,0.1,False,,a,4,40,8,9,0,29,0,0.2,1.2,Bjartalíð,,,,False,p186308,97,0,1,0,2,0,0,0,0,0,0,0,0.000000,3984895.0
94,True,True,100.0,100.0,267842,0,0,-2,2,0,4,1.2,1.2,1,Henrik,1.2,95,False,,2025-04-21T20:33:27.737198Z,58,267842.jpg,1.6,False,Skogvold,3.4,False,,a,4,40,28,1328,1,2113,11,0.2,4.8,Skogvold,,,,False,p267842,928,1,0,4,11,0,1,0,0,0,2,0,0.000000,3216929.0
95,True,True,,,483837,0,0,1,-1,0,1,2.7,2.7,1,Jonathan,2.7,96,False,,,56,483837.jpg,3.9,False,Fischer,25.9,False,,a,4,40,66,4881,27,2532,149,0.5,11.8,Fischer,,,,False,p483837,1530,0,0,5,20,0,0,0,0,53,8,0,0.000000,4051201.0
96,True,True,50.0,,101807,0,0,-1,1,0,1,0.0,0.0,0,Håvar,0.0,97,False,Smell - 50 % sjanse for å spille,2025-07-27T11:23:00.873903Z,49,101807.jpg,0.0,False,Jenssen,0.4,False,,d,12,5043,0,8,0,64,2,0.0,0.0,Jenssen,,,,False,p101807,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2297042.0
97,True,True,,,308985,0,0,0,0,0,1,0.0,0.0,0,Ole,0.0,98,False,,,40,308985.jpg,0.0,False,Langbråten,1.0,False,,a,4,40,0,24,0,155,2,0.0,0.0,Langbråten,,,,False,p308985,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3090937.0
98,True,True,,,447545,0,0,-2,2,0,3,0.0,0.0,0,Elias,0.0,99,False,,,43,447545.jpg,0.0,False,Solberg,0.1,False,,a,4,40,0,13,1,34,0,0.0,0.0,E. Solberg,,,,False,p447545,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3650426.0
99,True,True,100.0,100.0,377136,0,0,0,0,0,3,0.0,0.0,0,Torjus,0.0,100,False,,2025-04-26T11:33:40.947785Z,45,377136.jpg,0.0,False,Engebakken,0.1,False,,a,4,40,0,2,0,14,0,0.0,0.0,Engebakken,,,,False,p377136,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3553580.0
100,True,True,50.0,50.0,311945,0,0,-2,2,0,3,0.0,0.0,0,Benjamin,0.0,101,False,Legg - 25 % sjanse for å spille,2025-06-28T11:33:35.435905Z,58,311945.jpg,1.6,False,Faraas,0.1,False,,d,4,40,14,8,0,66,0,0.0,2.4,Faraas,,,,False,p311945,91,1,0,0,2,0,0,0,0,0,0,0,0.000000,3469848.0
101,True,True,100.0,100.0,305531,0,0,-1,1,0,3,0.0,0.0,0,Jacob,0.0,102,False,,2025-06-22T21:16:25.233800Z,54,305531.jpg,1.0,False,Hanstad,0.1,False,,a,4,40,2,2,0,20,0,0.0,0.4,Hanstad,,,,False,p305531,16,0,0,0,0,0,0,0,0,0,0,0,0.000000,3258867.0
102,True,True,,,645406,0,0,1,-1,2,3,5.0,5.0,5,Oskar,5.0,103,False,,,51,645406.jpg,3.8,False,Øhlenschlæger,6.5,False,,a,4,40,64,5137,133,2265,56,1.0,12.5,Øhlenschlæger,,,,False,p645406,1219,4,2,5,15,0,0,3,0,0,6,0,0.000000,4094578.0
103,True,True,100.0,100.0,511334,0,0,-1,1,0,3,4.2,4.2,9,Rocco,4.2,104,False,,2025-03-10T21:36:08.061322Z,59,511334.jpg,2.3,False,Shein,0.3,False,,a,4,40,37,190,1,89,4,0.7,6.3,Shein,,,,False,p511334,812,1,2,2,10,0,0,1,0,0,2,0,0.000000,4097401.0
104,True,True,100.0,100.0,118408,0,0,-1,1,1,3,2.8,2.8,9,Sondre,2.8,105,False,,2025-03-18T13:59:56.724110Z,59,118408.jpg,3.5,False,Sørløkk,1.7,False,,a,4,40,56,895,10,606,11,0.5,9.5,Sørløkk,,,,False,p118408,845,4,2,2,14,0,0,0,0,0,5,0,0.000000,3614577.0
105,True,True,100.0,100.0,500426,0,0,-3,3,0,3,0.8,0.8,2,Leonard,0.8,106,False,,2025-03-30T20:33:27.951530Z,42,500426.jpg,1.9,False,Owusu,0.7,False,,a,4,40,30,370,12,738,9,0.2,7.1,L. Owusu,,,,False,p500426,1339,0,0,5,18,0,0,5,0,0,0,0,0.000000,4003764.0
106,True,True,100.0,100.0,157983,-1,1,1,-1,1,4,2.2,2.2,5,Emil,2.2,107,False,,2025-04-21T20:33:27.747942Z,66,157983.jpg,3.9,False,Holten,13.6,False,,a,4,40,66,14703,9,8593,368,0.3,10.0,Holten,,,,False,p157983,1163,4,4,4,16,0,0,1,0,0,9,0,0.000000,4102554.0
107,True,True,,,188002,0,0,1,-1,0,2,3.0,3.0,1,Ulrik,3.0,108,False,,,51,188002.jpg,3.5,False,Fredriksen,5.1,False,,a,4,40,59,2590,14,1041,46,0.6,11.6,Fredriksen,,,,False,p188002,1506,1,0,5,19,0,0,1,0,0,6,0,0.000000,2815456.0
108,True,True,100.0,100.0,243532,-1,1,-2,2,0,2,0.0,0.0,0,Isak,0.0,109,False,,2025-06-22T13:43:27.983026Z,48,243532.jpg,2.6,False,Helstad Amundsen,0.8,False,,a,9,6,23,373,0,437,2,0.0,4.8,Amundsen,,,,False,p243532,606,0,0,2,8,0,0,0,0,0,2,0,0.000000,3079373.0
109,True,True,,,30017,0,0,-2,2,0,2,0.5,0.0,0,Martin,0.5,110,False,,,48,30017.jpg,1.0,False,Bjørnbak,0.6,False,,a,9,6,4,21,0,144,1,0.1,0.8,Bjørnbak,,,,False,p30017,125,0,0,0,4,0,0,0,0,0,0,0,0.000000,3686162.0
110,True,True,100.0,100.0,259353,0,0,-1,1,0,2,0.5,0.0,0,Eirik,0.5,111,False,,2025-05-21T18:27:27.420190Z,49,259353.jpg,1.9,False,Haugan,1.7,False,,a,9,6,25,517,9,669,5,0.1,5.1,Haugan,,,,False,p259353,1105,0,0,3,17,0,0,3,0,0,0,2,0.000000,2666129.0
111,True,True,100.0,100.0,81438,0,0,-2,2,0,2,0.0,3.4,6,Kristoffer,3.4,112,False,,2025-05-30T12:21:23.637776Z,63,81438.jpg,3.1,False,Haugen,2.6,False,,a,15,7,44,1585,1,1845,11,0.5,7.0,Haugen,,,,False,p81438,1020,0,3,4,16,0,0,1,0,0,0,0,0.000000,3154181.0
112,True,True,100.0,100.0,29279,0,0,-1,1,1,2,4.2,0.0,0,Martin,4.2,113,False,,2025-07-05T20:50:55.728768Z,59,29279.jpg,4.1,False,Linnes,2.4,False,,a,9,6,37,906,204,687,6,0.7,6.3,Linnes,,,,False,p29279,651,0,3,3,7,0,0,2,0,0,3,0,0.000000,2254825.0
113,True,True,100.0,100.0,540181,0,0,-2,2,0,2,0.2,0.0,0,Valdemar,0.2,114,False,,2025-06-01T21:53:46.334558Z,48,540181.jpg,1.2,False,Lund,0.3,False,,a,9,6,15,25,0,109,0,0.0,3.1,Lund,,,,False,p540181,537,0,0,1,12,0,0,1,0,0,0,0,0.000000,4055240.0
114,True,True,100.0,100.0,243555,0,0,-1,1,0,2,2.8,0.0,0,Casper,2.8,115,False,,2025-03-10T21:55:29.087896Z,49,243555.jpg,2.6,False,Øyvann,0.2,False,,a,9,6,13,33,0,55,0,0.6,2.7,Øyvann,,,,False,p243555,314,0,1,1,8,0,0,0,0,0,0,0,0.000000,2743190.0
115,True,True,100.0,100.0,150615,0,0,-2,2,0,2,0.5,0.0,0,Halldor,0.5,116,False,,2025-06-23T09:10:36.441665Z,53,150615.jpg,1.4,False,Stenevik,10.4,False,,a,9,6,20,243,1,4330,24,0.1,3.8,Stenevik,,,,False,p150615,880,0,0,2,16,0,0,4,0,0,0,0,0.000000,3311935.0
116,True,True,100.0,100.0,76568,0,0,-1,1,1,4,3.5,0.0,0,Veton,3.5,117,False,,2025-05-29T19:33:10.531964Z,69,76568.jpg,3.6,False,Berisha,1.3,False,,a,9,6,32,2711,11,2299,17,0.5,4.6,Berisha,,,,False,p76568,416,4,2,1,10,0,1,0,1,0,3,0,0.000000,3997984.0
117,True,True,100.0,100.0,27437,0,0,-1,1,1,4,2.5,0.0,0,Fredrik,2.5,118,False,,2025-04-03T16:20:27.725501Z,94,27437.jpg,2.7,False,Gulbrandsen,6.2,False,,a,9,6,27,376,24,4295,6,0.3,2.9,Gulbrandsen,,,,False,p27437,515,3,0,1,8,0,0,2,0,0,2,0,0.000000,4041884.0
118,True,False,0.0,0.0,506912,0,0,0,0,0,4,0.0,0.0,0,Frederik,0.0,119,False,På utlån til Elfsborg,2025-03-26T13:36:43.358609Z,75,506912.jpg,0.0,False,Ihler,0.1,False,,u,9,6,0,0,0,38,0,0.0,0.0,Ihler,,,,False,p506912,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4082611.0
119,True,True,50.0,50.0,477926,0,0,-2,2,0,3,0.0,0.0,0,Gustav,0.0,120,False,Rygg - 50 % sjanse for å spille,2025-03-28T10:50:35.199648Z,58,477926.jpg,0.0,False,Nyheim,0.0,False,,d,9,6,0,1,0,5,0,0.0,0.0,Nyheim,,,,False,p477926,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3688892.0
120,True,True,,,107773,0,0,0,0,0,1,1.5,0.0,0,Jacob,1.5,121,False,,,50,107773.jpg,3.0,False,Karlstrøm,2.7,False,,a,9,6,45,698,31,606,3,0.3,9.0,Karlstrøm,,,,False,p107773,1350,0,0,3,23,0,0,2,0,40,5,0,0.000000,2674206.0
121,True,True,100.0,100.0,541803,0,0,-1,1,0,1,0.0,0.0,0,Albert,0.0,122,False,,2025-04-02T15:41:12.940746Z,44,541803.jpg,0.0,False,Posiadała,1.1,False,,a,9,6,0,5,0,542,0,0.0,0.0,Posiadała,,,,False,p541803,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4055197.0
122,True,True,100.0,100.0,328995,0,0,-1,1,0,3,1.7,3.4,6,Johan,1.7,123,False,,2025-03-28T10:50:35.207874Z,44,328995.jpg,2.4,False,Johannessen Bakke,0.1,False,,a,13,9,12,24,5,34,1,0.4,2.7,Bakke,,,,False,p328995,216,1,0,0,8,0,0,1,0,0,0,0,0.000000,3464597.0
123,True,True,100.0,100.0,188481,0,0,-2,2,1,3,1.2,0.0,0,Emil,1.2,124,False,,2025-06-23T09:10:36.450528Z,58,188481.jpg,3.1,False,Varhaugvik Breivik,4.0,False,,a,9,6,40,1499,40,2851,12,0.2,6.9,Breivik,,,,False,p188481,1149,2,1,3,19,0,0,5,0,0,3,0,0.000000,3551510.0
124,True,True,100.0,100.0,644095,0,0,-1,1,0,3,-0.2,0.0,0,Daniel,-0.2,125,False,,2025-05-08T10:53:40.580748Z,44,644095.jpg,1.1,False,Daga,0.2,False,,a,9,6,9,51,0,79,2,0.0,2.0,Daga,,,,False,p644095,149,1,0,0,7,0,0,2,0,0,0,1,0.000000,4095336.0
125,True,True,100.0,100.0,520537,-1,1,-3,3,0,3,0.5,0.0,0,Mads,0.5,126,False,,2025-05-29T19:33:10.524657Z,57,520537.jpg,1.2,False,Enggård,0.2,False,,a,9,6,11,11,0,79,0,0.1,1.9,Enggård,,,,False,p520537,589,0,0,2,11,0,0,3,1,0,0,0,0.000000,4083311.0
126,True,True,0.0,0.0,115949,0,0,-2,2,0,3,0.0,0.0,0,Kristian,0.0,127,False,Kne - Forventet tilbake 14. september,2025-06-01T21:53:46.347237Z,98,115949.jpg,4.3,False,Eriksen,7.0,False,,i,9,6,39,2441,0,8119,12,0.0,4.0,Eriksen,,,,False,p115949,742,3,0,3,9,0,0,1,0,0,5,0,0.000000,3605157.0
127,True,True,100.0,100.0,542507,0,0,0,0,0,3,1.0,0.0,0,Sondre,1.0,128,False,,2025-03-21T12:42:51.436740Z,55,542507.jpg,1.6,False,Granaas,0.1,False,,a,9,6,21,66,1,54,2,0.2,3.8,Granaas,,,,False,p542507,648,0,1,2,9,0,0,2,0,0,0,0,0.000000,3757807.0
128,True,True,100.0,100.0,83737,0,0,-1,1,1,3,4.5,0.0,0,Eirik,4.5,129,False,,2025-07-05T21:26:06.134769Z,59,83737.jpg,3.2,False,Hestad,0.6,False,,a,9,6,39,233,47,296,6,0.8,6.6,Hestad,,,,False,p83737,765,1,4,3,10,0,0,1,0,0,1,0,0.000000,3524595.0
129,True,False,0.0,0.0,306687,0,0,0,0,0,3,0.0,0.0,0,Leon,0.0,130,False,På utlån til Træff,2025-03-21T12:10:12.355305Z,50,306687.jpg,0.0,False,Juberg-Hovland,0.0,False,,u,9,6,0,0,0,5,0,0.0,0.0,Hovland,,,,False,p306687,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3051769.0
130,True,True,100.0,100.0,125595,0,0,-1,1,1,3,4.8,0.0,0,Markus,4.8,131,False,,2025-07-12T17:07:08.604648Z,64,125595.jpg,3.4,False,Kaasa,0.6,False,,a,9,6,24,85,37,151,3,0.7,3.8,Kaasa,,,,False,p125595,407,2,0,1,6,0,0,1,0,0,3,0,0.000000,3321250.0
131,True,True,100.0,100.0,72758,0,0,-2,2,0,3,1.8,0.0,0,Mats,1.8,132,False,,2025-05-29T19:44:32.326685Z,53,72758.jpg,2.3,False,Møller Dæhli,1.6,False,,a,9,6,28,239,3,920,2,0.3,5.3,Møller Dæhli,,,,False,p72758,898,0,1,2,16,0,0,0,0,0,2,0,0.000000,3678800.0
132,True,False,0.0,0.0,477924,0,0,0,0,0,3,0.0,0.0,0,Andreas,0.0,133,False,På utlån til Træff,2025-03-26T13:37:18.786820Z,50,477924.jpg,0.0,False,Eikrem Myklebust,0.0,False,,u,9,6,0,0,0,1,0,0.0,0.0,Myklebust,,,,False,p477924,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4024106.0
133,True,True,100.0,100.0,372420,0,0,0,0,0,3,0.0,2.4,2,Niklas,2.4,134,False,,2025-03-10T21:55:29.104297Z,55,372420.jpg,1.9,False,Ødegård,0.1,False,,a,8,2718,30,7,0,12,0,0.4,5.5,Ødegård,,,,False,p372420,866,0,1,3,18,0,0,0,0,0,0,0,0.000000,3135769.0
134,True,True,100.0,100.0,58883,0,0,-2,2,1,3,1.0,0.0,0,Magnus,1.0,135,False,,2025-07-05T17:38:07.327403Z,103,58883.jpg,2.8,False,Wolff Eikrem,3.9,False,,a,9,6,36,1122,21,2076,13,0.1,3.5,Wolff Eikrem,,,,False,p58883,853,1,2,1,20,0,0,0,0,0,3,0,0.000000,3429961.0
135,True,True,,,86287,0,0,-1,1,0,1,0.0,0.0,0,Sean,0.0,136,False,,,44,86287.jpg,0.0,False,McDermott,0.2,False,,a,9,6,0,2,0,20,0,0.0,0.0,McDermott,,,,False,p86287,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2457149.0
136,True,True,,,572198,0,0,-1,1,0,2,0.0,0.0,0,Daniel,0.0,137,False,,,39,572198.jpg,0.0,False,Nakken,0.4,False,,a,9,6,0,264,0,152,2,0.0,0.0,Nakken,,,,False,p572198,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3903493.0
137,True,False,0.0,0.0,260765,0,0,0,0,0,2,0.0,0.0,0,Brynjar Ingi,1.0,138,False,Overgang til Greuther Fürth,2025-07-23T12:17:06.561734Z,45,260765.jpg,2.5,False,Bjarnason,0.5,False,,u,5,50,33,111,0,178,11,0.2,7.3,Bjarnason,,,,False,p260765,1163,0,2,2,22,0,0,1,0,0,1,0,0.000000,3941476.0
138,True,True,100.0,100.0,530487,0,0,-2,2,1,2,3.6,3.6,11,Anton,3.6,139,False,,2025-05-31T20:48:35.566163Z,43,530487.jpg,2.5,False,Ekeroth,0.2,False,,a,5,50,35,75,13,53,1,0.8,8.1,Ekeroth,,,,False,p530487,1052,0,1,3,14,0,0,4,0,0,2,0,0.000000,4082695.0
139,True,True,,,119578,0,0,0,0,1,2,0.8,0.8,1,Viðar Ari,0.8,140,False,,,50,119578.jpg,2.0,False,Jónsson,1.8,False,,a,5,50,24,686,1,605,6,0.2,4.8,Jónsson,,,,False,p119578,529,1,1,0,16,0,0,0,0,0,3,0,0.000000,3289639.0
140,True,True,100.0,100.0,145271,0,0,-1,1,0,2,1.8,1.8,6,Luc,1.8,141,False,,2025-03-10T21:42:24.529909Z,44,145271.jpg,2.1,False,Mares,0.3,False,,a,5,50,27,52,4,53,3,0.4,6.1,Mares,,,,False,p145271,1170,0,0,3,19,0,1,3,0,0,2,1,0.000000,3925315.0
141,True,True,50.0,50.0,297422,0,0,0,0,0,2,0.0,0.0,0,Halvor,0.0,142,False,Kne - 50 % sjanse for å spille,2025-03-10T21:42:24.537321Z,45,297422.jpg,0.0,False,Rødølen Opsahl,0.0,False,,d,5,50,0,2,0,6,0,0.0,0.0,Opsahl,,,,False,p297422,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3827269.0
142,True,True,0.0,0.0,318163,0,0,-1,1,0,2,0.0,0.0,0,Ola Nikolai,0.0,143,False,Smell - Ute på ubestemt tid,2025-05-04T20:54:50.836784Z,39,318163.jpg,0.0,False,Rye,0.4,False,,i,5,50,0,29,0,122,1,0.0,0.0,Rye,,,,False,p318163,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3294653.0
143,True,True,100.0,100.0,76613,0,0,-1,1,1,2,4.0,4.0,6,Fredrik,4.0,144,False,,2025-05-15T08:59:06.482456Z,44,76613.jpg,2.2,False,Sjølstad,0.2,False,,a,5,50,24,17,2,35,0,0.9,5.5,Sjølstad,,,,False,p76613,756,0,0,3,15,0,0,1,0,0,0,0,0.000000,3055129.0
144,True,True,100.0,100.0,140313,0,0,-1,1,2,2,3.8,3.8,9,Snorre,3.8,145,False,,2025-04-05T07:57:12.260815Z,49,140313.jpg,3.5,False,Strand Nilsen,1.0,False,,a,5,50,49,268,4,220,2,0.8,10.0,Strand Nilsen,,,,False,p140313,1076,1,2,4,21,0,0,2,0,0,3,0,0.000000,3706185.0
145,True,True,100.0,100.0,305956,0,0,-2,2,0,4,1.0,1.0,1,Julian,1.0,146,False,,2025-06-20T20:16:40.477321Z,48,305956.jpg,1.7,False,Gonstad,1.4,False,,a,5,50,24,1356,7,1164,19,0.2,5.0,Gonstad,,,,False,p305956,388,1,1,0,9,0,0,0,0,0,0,0,0.000000,3896715.0
146,True,True,0.0,0.0,49817,0,0,-3,3,0,4,0.0,0.0,0,Pål Alexander,0.0,147,False,Kne - Ute på ubestemt tid,2025-07-11T11:05:23.307817Z,52,49817.jpg,1.0,False,Kirkevold,0.8,False,,i,5,50,6,32,0,349,5,0.0,1.2,Kirkevold,,,,False,p49817,167,0,0,1,4,0,0,1,0,0,0,0,0.000000,3721096.0
147,True,True,,,453251,0,0,0,0,0,4,5.8,5.8,6,Kristian,5.8,148,False,,,55,453251.jpg,3.7,False,Lien,1.2,False,,a,5,50,56,615,26,382,18,1.1,10.2,Lien,,,,False,p453251,1070,5,2,3,20,0,0,2,0,0,5,0,0.000000,3567844.0
148,True,True,,,144172,0,0,-4,4,1,4,2.8,2.8,6,Moses,2.8,149,False,,,51,144172.jpg,2.9,False,Mawa,5.2,False,,a,5,50,40,418,12,2855,20,0.5,7.8,Mawa,,,,False,p144172,1003,3,0,5,18,0,0,1,0,0,3,0,0.000000,3455802.0
149,True,True,,,586315,0,0,-1,1,0,3,0.0,0.0,0,Olav Dobloug,0.0,150,False,,,44,586315.jpg,1.0,False,Mengshoel,0.0,False,,a,5,50,1,6,0,9,0,0.0,0.2,Mengshoel,,,,False,p586315,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,3881468.0
150,True,True,100.0,100.0,483781,0,0,-2,2,0,1,0.0,0.0,0,Eric Alexander Stefan,0.0,151,False,,2025-03-10T21:42:24.521499Z,43,483781.jpg,3.0,False,Nilsson,0.4,False,,a,5,50,9,26,0,83,1,0.0,2.1,Nilsson,,,,False,p483781,270,0,0,0,9,0,0,0,0,16,2,0,0.000000,4066859.0
151,True,True,100.0,100.0,34849,0,0,0,0,3,1,6.6,6.6,8,Marcus,6.6,152,False,,2025-03-25T19:28:37.214711Z,45,34849.jpg,5.1,False,Sandberg,2.3,False,,a,5,50,61,320,83,342,8,1.5,13.6,Sandberg,,,,False,p34849,1080,0,0,3,16,1,0,0,0,45,13,0,0.000000,3189894.0
152,True,True,,,510604,0,0,-2,2,0,3,0.0,0.0,0,David,0.0,153,False,,,43,510604.jpg,1.0,False,De Ornelas,0.1,False,,a,5,50,1,6,1,10,0,0.0,0.2,De Ornelas,,,,False,p510604,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,3856868.0
153,True,True,50.0,50.0,138502,0,0,0,0,0,3,0.0,0.0,0,Markus,0.0,154,False,Ankel - 25 % sjanse for å spille,2025-05-08T11:18:23.267867Z,50,138502.jpg,3.0,False,Johnsgård,0.1,False,,d,5,50,6,4,0,26,0,0.0,1.2,Johnsgård,,,,False,p138502,87,0,1,0,1,0,0,0,0,0,0,0,0.000000,3070580.0
154,True,True,100.0,100.0,297414,0,0,-1,1,0,3,0.0,0.0,0,Arne,0.0,155,False,,2025-03-10T21:42:24.545469Z,44,297414.jpg,3.0,False,Hopland Ødegaard,0.1,False,,a,5,50,3,3,0,13,0,0.0,0.7,Ødegaard,,,,False,p297414,63,0,0,1,0,0,0,0,0,0,0,0,0.000000,3473952.0
155,True,True,100.0,100.0,416417,0,0,-1,1,0,3,0.6,0.6,1,William,0.6,156,False,,2025-06-20T20:16:40.460082Z,44,416417.jpg,1.5,False,Osnes-Ringen,0.1,False,,a,5,50,15,6,0,13,0,0.1,3.4,Osnes-Ringen,,,,False,p416417,303,0,1,0,7,0,0,0,0,0,0,0,0.000000,3330513.0
156,True,True,100.0,100.0,268582,0,0,-2,2,0,3,0.6,0.6,1,Aksel Baran,0.6,157,False,,2025-06-20T20:16:40.468697Z,43,268582.jpg,1.3,False,Potur,0.1,False,,a,5,50,14,12,0,29,0,0.1,3.3,Potur,,,,False,p268582,354,0,0,1,5,0,0,0,0,0,0,0,0.000000,3758621.0
