,element,position,multiplier,is_captain,is_vice_captain,manager_id,event_id
819,133,10,1,False,False,7275,25
820,25,11,1,False,False,7275,25
821,375,12,0,False,False,7275,25
822,361,13,0,False,False,7275,25
823,518,14,0,False,False,7275,25
824,484,15,0,False,False,7275,25
825,157,1,1,False,False,7275,26
826,5,2,1,False,False,7275,26
827,211,3,2,True,False,7275,26
828,269,4,1,False,False,7275,26
829,100,5,1,False,False,7275,26
830,396,6,1,False,False,7275,26
831,209,7,1,False,False,7275,26
832,276,8,1,False,True,7275,26
833,484,9,1,False,False,7275,26
834,133,10,1,False,False,7275,26
835,56,11,1,False,False,7275,26
836,375,12,0,False,False,7275,26
837,361,13,0,False,False,7275,26
838,274,14,0,False,False,7275,26
839,518,15,0,False,False,7275,26
840,375,1,1,False,False,7275,27
841,5,2,1,False,False,7275,27
842,269,3,1,False,False,7275,27
843,211,4,1,False,False,7275,27
844,274,5,1,False,True,7275,27
845,396,6,1,False,False,7275,27
846,209,7,1,False,False,7275,27
847,276,8,2,True,False,7275,27
848,33,9,1,False,False,7275,27
849,194,10,1,False,False,7275,27
850,56,11,1,False,False,7275,27
851,157,12,0,False,False,7275,27
852,133,13,0,False,False,7275,27
853,100,14,0,False,False,7275,27
854,361,15,0,False,False,7275,27
855,375,1,1,False,False,7275,28
856,5,2,2,True,False,7275,28
857,211,3,1,False,False,7275,28
858,59,4,1,False,False,7275,28
859,274,5,1,False,True,7275,28
860,396,6,1,False,False,7275,28
861,209,7,1,False,False,7275,28
862,276,8,1,False,False,7275,28
863,194,9,1,False,False,7275,28
864,133,10,1,False,False,7275,28
865,56,11,1,False,False,7275,28
866,157,12,0,False,False,7275,28
867,33,13,0,False,False,7275,28
868,100,14,0,False,False,7275,28
869,269,15,0,False,False,7275,28
870,375,1,1,False,False,7275,29
871,5,2,1,False,False,7275,29
872,476,3,1,False,False,7275,29
873,100,4,1,False,False,7275,29
874,274,5,1,False,True,7275,29
875,396,6,1,False,False,7275,29
876,209,7,1,False,False,7275,29
877,276,8,2,True,False,7275,29
878,33,9,1,False,False,7275,29
879,194,10,1,False,False,7275,29
880,56,11,1,False,False,7275,29
881,157,12,0,False,False,7275,29
882,133,13,0,False,False,7275,29
883,211,14,0,False,False,7275,29
884,59,15,0,False,False,7275,29
885,375,1,1,False,False,7275,30
886,5,2,1,False,False,7275,30
887,211,3,1,False,False,7275,30
888,100,4,1,False,False,7275,30
889,274,5,1,False,True,7275,30
890,396,6,1,False,False,7275,30
891,209,7,1,False,False,7275,30
892,276,8,1,False,False,7275,30
893,33,9,1,False,False,7275,30
894,25,10,2,True,False,7275,30
895,56,11,1,False,False,7275,30
896,157,12,0,False,False,7275,30
897,133,13,0,False,False,7275,30
898,476,14,0,False,False,7275,30
899,59,15,0,False,False,7275,30
900,255,1,1,False,False,7911,1
901,68,2,1,False,False,7911,1
902,220,3,1,False,False,7911,1
903,185,4,1,False,False,7911,1
904,226,5,1,False,False,7911,1
905,28,6,2,True,False,7911,1
906,77,7,1,False,False,7911,1
907,276,8,1,False,False,7911,1
908,243,9,1,False,False,7911,1
909,55,10,1,False,False,7911,1
910,227,11,1,False,True,7911,1
911,334,12,0,False,False,7911,1
912,85,13,0,False,False,7911,1
913,258,14,0,False,False,7911,1
914,92,15,0,False,False,7911,1
915,255,1,1,False,False,7911,2
916,68,2,1,False,True,7911,2
917,220,3,1,False,False,7911,2
918,185,4,1,False,False,7911,2
919,226,5,1,False,False,7911,2
920,28,6,2,True,False,7911,2
921,77,7,1,False,False,7911,2
922,276,8,1,False,False,7911,2
923,243,9,1,False,False,7911,2
924,55,10,1,False,False,7911,2
925,194,11,1,False,False,7911,2
926,334,12,0,False,False,7911,2
927,85,13,0,False,False,7911,2
928,258,14,0,False,False,7911,2
929,92,15,0,False,False,7911,2
930,255,1,1,False,False,7911,3
931,68,2,1,False,False,7911,3
932,220,3,1,False,True,7911,3
933,258,4,1,False,False,7911,3
934,211,5,1,False,False,7911,3
935,226,6,1,False,False,7911,3
936,77,7,1,False,False,7911,3
937,243,8,1,False,False,7911,3
938,194,9,1,False,False,7911,3
939,55,10,2,True,False,7911,3
940,85,11,1,False,False,7911,3
941,334,12,0,False,False,7911,3
942,276,13,0,False,False,7911,3
943,430,14,0,False,False,7911,3
944,92,15,0,False,False,7911,3
945,255,1,1,False,False,7911,4
946,258,2,1,False,False,7911,4
947,5,3,1,False,True,7911,4
948,211,4,1,False,False,7911,4
949,430,5,1,False,False,7911,4
950,77,6,1,False,False,7911,4
951,243,7,1,False,False,7911,4
952,226,8,1,False,False,7911,4
953,55,9,1,False,False,7911,4
954,194,10,2,True,False,7911,4
955,85,11,1,False,False,7911,4
956,334,12,0,False,False,7911,4
957,276,13,0,False,False,7911,4
958,68,14,0,False,False,7911,4
959,92,15,0,False,False,7911,4
960,255,1,1,False,False,7911,5
961,258,2,1,False,False,7911,5
962,5,3,1,False,False,7911,5
963,211,4,1,False,True,7911,5
964,77,5,1,False,False,7911,5
965,243,6,1,False,False,7911,5
966,276,7,1,False,False,7911,5
967,226,8,1,False,False,7911,5
968,55,9,1,False,False,7911,5
969,194,10,2,True,False,7911,5
970,25,11,1,False,False,7911,5
971,334,12,0,False,False,7911,5
972,17,13,0,False,False,7911,5
973,68,14,0,False,False,7911,5
974,92,15,0,False,False,7911,5
975,255,1,1,False,False,7911,6
976,258,2,1,False,False,7911,6
977,5,3,1,False,False,7911,6
978,211,4,2,True,False,7911,6
979,17,5,1,False,False,7911,6
980,226,6,1,False,False,7911,6
981,243,7,1,False,False,7911,6
982,276,8,1,False,False,7911,6
983,25,9,1,False,True,7911,6
984,194,10,1,False,False,7911,6
985,266,11,1,False,False,7911,6
986,334,12,0,False,False,7911,6
987,77,13,0,False,False,7911,6
988,68,14,0,False,False,7911,6
989,92,15,0,False,False,7911,6
990,255,1,1,False,False,7911,7
991,43,2,1,False,False,7911,7
992,68,3,2,True,False,7911,7
993,211,4,1,False,False,7911,7
994,226,5,1,False,False,7911,7
995,17,6,1,False,False,7911,7
996,243,7,1,False,False,7911,7
997,276,8,1,False,False,7911,7
998,25,9,1,False,True,7911,7
999,194,10,1,False,False,7911,7
1000,266,11,1,False,False,7911,7
1001,334,12,0,False,False,7911,7
1002,77,13,0,False,False,7911,7
1003,5,14,0,False,False,7911,7
1004,258,15,0,False,False,7911,7
1005,340,1,1,False,False,7911,8
1006,43,2,1,False,False,7911,8
1007,269,3,1,False,False,7911,8
1008,68,4,1,False,False,7911,8
1009,209,5,1,False,False,7911,8
1010,15,6,1,False,False,7911,8
1011,62,7,1,False,False,7911,8
1012,276,8,1,False,False,7911,8
1013,32,9,1,False,False,7911,8
1014,25,10,1,False,True,7911,8
1015,266,11,2,True,False,7911,8
1016,99,12,0,False,False,7911,8
1017,9,13,0,False,False,7911,8
1018,161,14,0,False,False,7911,8
1019,258,15,0,False,False,7911,8
1020,340,1,1,False,False,7911,9
1021,43,2,1,False,False,7911,9
1022,269,3,1,False,False,7911,9
1023,68,4,1,False,False,7911,9
1024,9,5,1,False,False,7911,9
1025,15,6,2,True,False,7911,9
1026,62,7,1,False,False,7911,9
1027,276,8,1,False,False,7911,9
1028,32,9,1,False,False,7911,9
1029,25,10,1,False,True,7911,9
1030,55,11,1,False,False,7911,9
1031,99,12,0,False,False,7911,9
1032,209,13,0,False,False,7911,9
1033,161,14,0,False,False,7911,9
1034,258,15,0,False,False,7911,9
1035,340,1,1,False,False,7911,10
1036,43,2,1,False,False,7911,10
1037,68,3,1,False,False,7911,10
1038,9,4,1,False,False,7911,10
1039,15,5,2,True,False,7911,10
1040,62,6,1,False,False,7911,10
1041,52,7,1,False,False,7911,10
1042,32,8,1,False,False,7911,10
1043,161,9,1,False,False,7911,10
1044,25,10,1,False,True,7911,10
1045,55,11,1,False,False,7911,10
1046,99,12,0,False,False,7911,10
1047,276,13,0,False,False,7911,10
1048,269,14,0,False,False,7911,10
1049,258,15,0,False,False,7911,10
1050,340,1,1,False,False,7911,11
1051,269,2,1,False,False,7911,11
1052,68,3,1,False,False,7911,11
1053,9,4,1,False,False,7911,11
1054,15,5,2,True,False,7911,11
1055,276,6,1,False,False,7911,11
1056,52,7,1,False,False,7911,11
1057,396,8,1,False,False,7911,11
1058,161,9,1,False,False,7911,11
1059,25,10,1,False,True,7911,11
1060,133,11,1,False,False,7911,11
1061,99,12,0,False,False,7911,11
1062,62,13,0,False,False,7911,11
1063,43,14,0,False,False,7911,11
1064,258,15,0,False,False,7911,11
1065,340,1,1,False,False,7911,12
1066,258,2,1,False,False,7911,12
1067,9,3,1,False,False,7911,12
1068,269,4,1,False,False,7911,12
1069,15,5,1,False,True,7911,12
1070,276,6,1,False,False,7911,12
1071,396,7,1,False,False,7911,12
1072,379,8,2,True,False,7911,12
1073,133,9,1,False,False,7911,12
1074,161,10,1,False,False,7911,12
1075,25,11,1,False,False,7911,12
1076,99,12,0,False,False,7911,12
1077,68,13,0,False,False,7911,12
1078,43,14,0,False,False,7911,12
1079,52,15,0,False,False,7911,12
1080,340,1,1,False,False,7911,13
1081,9,2,1,False,False,7911,13
1082,258,3,1,False,False,7911,13
1083,43,4,1,False,False,7911,13
1084,15,5,1,False,True,7911,13
1085,276,6,1,False,False,7911,13
1086,396,7,2,True,False,7911,13
1087,379,8,1,False,False,7911,13
1088,52,9,1,False,False,7911,13
1089,133,10,1,False,False,7911,13
1090,161,11,1,False,False,7911,13
1091,99,12,0,False,False,7911,13
1092,68,13,0,False,False,7911,13
1093,269,14,0,False,False,7911,13
1094,25,15,0,False,False,7911,13
1095,340,1,1,False,False,7911,14
1096,218,2,1,False,False,7911,14
1097,361,3,1,False,False,7911,14
1098,43,4,1,False,False,7911,14
1099,9,5,1,False,False,7911,14
1100,15,6,2,True,False,7911,14
1101,276,7,1,False,False,7911,14
1102,379,8,1,False,True,7911,14
1103,52,9,1,False,False,7911,14
1104,133,10,1,False,False,7911,14
1105,367,11,1,False,False,7911,14
1106,99,12,0,False,False,7911,14
1107,396,13,0,False,False,7911,14
1108,161,14,0,False,False,7911,14
1109,258,15,0,False,False,7911,14
1110,340,1,1,False,False,7911,15
1111,218,2,1,False,False,7911,15
1112,5,3,1,False,False,7911,15
1113,43,4,1,False,False,7911,15
1114,27,5,1,False,True,7911,15
1115,379,6,1,False,False,7911,15
1116,396,7,2,True,False,7911,15
1117,52,8,1,False,False,7911,15
1118,133,9,1,False,False,7911,15
1119,22,10,1,False,False,7911,15
1120,367,11,1,False,False,7911,15
1121,99,12,0,False,False,7911,15
1122,276,13,0,False,False,7911,15
1123,361,14,0,False,False,7911,15
1124,258,15,0,False,False,7911,15
1125,340,1,1,False,False,7911,16
1126,5,2,1,False,False,7911,16
1127,43,3,1,False,False,7911,16
1128,218,4,1,False,False,7911,16
1129,361,5,1,False,False,7911,16
1130,396,6,2,True,False,7911,16
1131,27,7,1,False,True,7911,16
1132,276,8,1,False,False,7911,16
1133,209,9,1,False,False,7911,16
1134,379,10,1,False,False,7911,16
1135,367,11,1,False,False,7911,16
1136,99,12,0,False,False,7911,16
1137,22,13,0,False,False,7911,16
1138,133,14,0,False,False,7911,16
1139,258,15,0,False,False,7911,16
1140,340,1,1,False,False,7911,17
1141,5,2,1,False,False,7911,17
1142,43,3,1,False,False,7911,17
1143,361,4,1,False,False,7911,17
1144,396,5,1,False,True,7911,17
1145,27,6,2,True,False,7911,17
1146,276,7,1,False,False,7911,17
1147,379,8,1,False,False,7911,17
1148,133,9,1,False,False,7911,17
1149,329,10,1,False,False,7911,17
1150,367,11,1,False,False,7911,17
1151,99,12,0,False,False,7911,17
1152,209,13,0,False,False,7911,17
1153,218,14,0,False,False,7911,17
1154,258,15,0,False,False,7911,17
1155,340,1,1,False,False,7911,18
1156,5,2,1,False,False,7911,18
1157,43,3,1,False,False,7911,18
1158,361,4,1,False,False,7911,18
1159,396,5,1,False,False,7911,18
1160,27,6,1,False,True,7911,18
1161,276,7,1,False,False,7911,18
1162,113,8,2,True,False,7911,18
1163,209,9,1,False,False,7911,18
1164,133,10,1,False,False,7911,18
1165,329,11,1,False,False,7911,18
1166,99,12,0,False,False,7911,18
1167,218,13,0,False,False,7911,18
1168,367,14,0,False,False,7911,18
1169,258,15,0,False,False,7911,18
1170,340,1,1,False,False,7911,19
1171,258,2,1,False,False,7911,19
1172,361,3,1,False,False,7911,19
1173,43,4,1,False,False,7911,19
1174,186,5,1,False,False,7911,19
1175,276,6,1,False,False,7911,19
1176,396,7,1,False,False,7911,19
1177,499,8,2,False,True,7911,19
1178,133,9,1,False,False,7911,19
1179,266,10,1,True,False,7911,19
1180,367,11,1,False,False,7911,19
1181,99,12,0,False,False,7911,19
1182,218,13,0,False,False,7911,19
1183,209,14,0,False,False,7911,19
1184,5,15,0,False,False,7911,19
1185,340,1,1,False,False,7911,20
1186,218,2,1,False,False,7911,20
1187,43,3,1,False,False,7911,20
1188,361,4,1,False,False,7911,20
1189,5,5,1,False,True,7911,20
1190,396,6,1,False,False,7911,20
1191,276,7,1,False,False,7911,20
1192,499,8,1,False,False,7911,20
1193,209,9,1,False,False,7911,20
1194,430,10,2,True,False,7911,20
1195,367,11,1,False,False,7911,20
1196,99,12,0,False,False,7911,20
1197,266,13,0,False,False,7911,20
1198,133,14,0,False,False,7911,20
1199,258,15,0,False,False,7911,20
1200,88,1,1,False,False,7911,21
1201,5,2,1,False,False,7911,21
1202,361,3,1,False,False,7911,21
1203,218,4,1,False,False,7911,21
1204,430,5,1,False,False,7911,21
1205,276,6,1,False,False,7911,21
1206,396,7,1,False,False,7911,21
1207,499,8,1,False,True,7911,21
1208,209,9,1,False,False,7911,21
1209,133,10,1,False,False,7911,21
1210,266,11,2,True,False,7911,21
1211,99,12,0,False,False,7911,21
1212,43,13,0,False,False,7911,21
1213,367,14,0,False,False,7911,21
1214,258,15,0,False,False,7911,21
1215,157,1,1,False,False,7911,22
1216,229,2,1,False,False,7911,22
1217,140,3,1,False,False,7911,22
1218,269,4,1,False,False,7911,22
1219,63,5,1,False,False,7911,22
1220,274,6,1,False,False,7911,22
1221,61,7,1,False,False,7911,22
1222,215,8,2,True,False,7911,22
1223,485,9,1,False,False,7911,22
1224,516,10,1,False,False,7911,22
1225,133,11,1,False,True,7911,22
1226,99,12,0,False,False,7911,22
1227,396,13,0,False,False,7911,22
1228,5,14,0,False,False,7911,22
1229,361,15,0,False,False,7911,22
1230,157,1,1,False,False,7911,23
1231,269,2,1,False,False,7911,23
1232,5,3,1,False,False,7911,23
1233,361,4,1,False,False,7911,23
1234,499,5,1,False,False,7911,23
1235,63,6,1,False,False,7911,23
1236,274,7,1,False,True,7911,23
1237,215,8,2,True,False,7911,23
1238,485,9,1,False,False,7911,23
1239,133,10,1,False,False,7911,23
1240,516,11,1,False,False,7911,23
1241,99,12,0,False,False,7911,23
1242,229,13,0,False,False,7911,23
1243,140,14,0,False,False,7911,23
1244,396,15,0,False,False,7911,23
1245,157,1,1,False,False,7911,24
1246,229,2,1,False,False,7911,24
1247,5,3,1,False,False,7911,24
1248,269,4,1,False,False,7911,24
1249,274,5,2,True,False,7911,24
1250,215,6,1,False,True,7911,24
1251,499,7,1,False,False,7911,24
1252,63,8,1,False,False,7911,24
1253,484,9,1,False,False,7911,24
1254,516,10,1,False,False,7911,24
1255,133,11,1,False,False,7911,24
1256,99,12,0,False,False,7911,24
1257,396,13,0,False,False,7911,24
1258,361,14,0,False,False,7911,24
1259,140,15,0,False,False,7911,24
1260,157,1,1,False,False,7911,25
1261,211,2,1,False,False,7911,25
1262,5,3,1,False,False,7911,25
1263,269,4,1,False,False,7911,25
1264,361,5,1,False,False,7911,25
1265,274,6,1,False,False,7911,25
1266,215,7,2,True,False,7911,25
1267,396,8,1,False,False,7911,25
1268,63,9,1,False,False,7911,25
1269,516,10,1,False,True,7911,25
1270,133,11,1,False,False,7911,25
1271,99,12,0,False,False,7911,25
1272,499,13,0,False,False,7911,25
1273,484,14,0,False,False,7911,25
1274,140,15,0,False,False,7911,25
1275,157,1,1,False,False,7911,26
1276,211,2,2,True,False,7911,26
1277,5,3,1,False,False,7911,26
1278,269,4,1,False,False,7911,26
1279,361,5,1,False,False,7911,26
1280,396,6,1,False,False,7911,26
1281,215,7,1,False,True,7911,26
1282,61,8,1,False,False,7911,26
1283,484,9,1,False,False,7911,26
1284,516,10,1,False,False,7911,26
1285,133,11,1,False,False,7911,26
1286,99,12,0,False,False,7911,26
1287,63,13,0,False,False,7911,26
1288,274,14,0,False,False,7911,26
1289,140,15,0,False,False,7911,26
1290,157,1,1,False,False,7911,27
1291,211,2,1,False,False,7911,27
1292,5,3,1,False,False,7911,27
1293,269,4,2,True,False,7911,27
1294,432,5,1,False,False,7911,27
1295,274,6,1,False,False,7911,27
1296,396,7,1,False,False,7911,27
1297,63,8,1,False,False,7911,27
1298,61,9,2,False,True,7911,27
1299,516,10,1,False,False,7911,27
1300,133,11,1,False,False,7911,27
1301,99,12,0,False,False,7911,27
1302,215,13,0,False,False,7911,27
1303,484,14,0,False,False,7911,27
1304,361,15,0,False,False,7911,27
1305,157,1,1,False,False,7911,28
1306,211,2,1,False,False,7911,28
1307,5,3,1,False,True,7911,28
1308,432,4,1,False,False,7911,28
1309,274,5,1,False,False,7911,28
1310,396,6,1,False,False,7911,28
1311,63,7,1,False,False,7911,28
1312,61,8,2,True,False,7911,28
1313,484,9,1,False,False,7911,28
1314,516,10,1,False,False,7911,28
1315,133,11,1,False,False,7911,28
1316,99,12,0,False,False,7911,28
1317,215,13,0,False,False,7911,28
1318,269,14,0,False,False,7911,28
1319,361,15,0,False,False,7911,28
1320,46,1,1,False,False,7911,29
1321,10,2,1,False,False,7911,29
1322,5,3,1,False,True,7911,29
1323,218,4,1,False,False,7911,29
1324,209,5,1,False,False,7911,29
1325,28,6,1,False,False,7911,29
1326,61,7,2,True,False,7911,29
1327,396,8,1,False,False,7911,29
1328,56,9,1,False,False,7911,29
1329,266,10,1,False,False,7911,29
1330,516,11,1,False,False,7911,29
1331,103,12,0,False,False,7911,29
1332,276,13,0,False,False,7911,29
1333,361,14,0,False,False,7911,29
1334,268,15,0,False,False,7911,29
1335,157,1,1,False,False,7911,30
1336,211,2,1,False,False,7911,30
1337,5,3,1,False,True,7911,30
1338,361,4,1,False,False,7911,30
1339,274,5,1,False,False,7911,30
1340,396,6,1,False,False,7911,30
1341,113,7,1,False,False,7911,30
1342,61,8,1,True,False,7911,30
1343,266,9,2,False,False,7911,30
1344,516,10,2,False,False,7911,30
1345,133,11,2,False,False,7911,30
1346,99,12,0,False,False,7911,30
1347,269,13,0,False,False,7911,30
1348,63,14,0,False,False,7911,30
1349,432,15,0,False,False,7911,30
1350,103,1,1,False,True,1143,1
1351,220,2,1,False,False,1143,1
1352,5,3,1,False,False,1143,1
1353,68,4,1,False,False,1143,1
1354,246,5,1,False,False,1143,1
1355,15,6,1,False,False,1143,1
1356,189,7,1,False,False,1143,1
1357,276,8,1,False,False,1143,1
1358,118,9,1,False,False,1143,1
1359,55,10,2,True,False,1143,1
1360,227,11,1,False,False,1143,1
1361,48,12,0,False,False,1143,1
1362,239,13,0,False,False,1143,1
1363,92,14,0,False,False,1143,1
1364,139,15,0,False,False,1143,1
1365,103,1,1,False,False,1143,2
1366,220,2,1,False,False,1143,2
1367,5,3,1,False,False,1143,2
1368,68,4,1,False,True,1143,2
1369,246,5,1,False,False,1143,2
1370,15,6,1,False,False,1143,2
1371,215,7,1,False,False,1143,2
1372,276,8,1,False,False,1143,2
1373,118,9,1,False,False,1143,2
1374,55,10,2,True,False,1143,2
1375,56,11,1,False,False,1143,2
1376,48,12,0,False,False,1143,2
1377,239,13,0,False,False,1143,2
1378,92,14,0,False,False,1143,2
1379,139,15,0,False,False,1143,2
1380,103,1,1,False,False,1143,3
1381,220,2,2,True,False,1143,3
1382,5,3,1,False,False,1143,3
1383,68,4,1,False,False,1143,3
1384,246,5,1,False,False,1143,3
1385,15,6,1,False,False,1143,3
1386,215,7,2,False,True,1143,3
1387,209,8,1,False,False,1143,3
1388,239,9,1,False,False,1143,3
1389,55,10,1,False,False,1143,3
1390,56,11,1,False,False,1143,3
1391,48,12,0,False,False,1143,3
1392,118,13,0,False,False,1143,3
1393,92,14,0,False,False,1143,3
1394,139,15,0,False,False,1143,3
1395,103,1,1,False,False,1143,4
1396,211,2,1,False,False,1143,4
1397,264,3,1,False,False,1143,4
1398,5,4,1,False,False,1143,4
1399,341,5,1,False,False,1143,4
1400,15,6,1,False,False,1143,4
1401,209,7,1,False,False,1143,4
1402,226,8,2,False,True,1143,4
1403,118,9,1,False,False,1143,4
1404,55,10,1,False,False,1143,4
1405,25,11,1,False,False,1143,4
1406,48,12,0,False,False,1143,4
1407,68,13,0,True,False,1143,4
1408,258,14,0,False,False,1143,4
1409,239,15,0,False,False,1143,4
1410,103,1,1,False,False,1143,5
1411,211,2,2,True,False,1143,5
1412,258,3,1,False,False,1143,5
1413,5,4,1,False,False,1143,5
1414,341,5,1,False,False,1143,5
1415,15,6,1,False,False,1143,5
1416,209,7,1,False,True,1143,5
1417,226,8,1,False,False,1143,5
1418,118,9,1,False,False,1143,5
1419,55,10,1,False,False,1143,5
1420,25,11,1,False,False,1143,5
1421,48,12,0,False,False,1143,5
1422,68,13,0,False,False,1143,5
1423,264,14,0,False,False,1143,5
1424,239,15,0,False,False,1143,5
1425,103,1,1,False,False,1143,6
1426,211,2,1,False,False,1143,6
1427,264,3,1,False,False,1143,6
1428,5,4,1,False,False,1143,6
1429,284,5,1,False,False,1143,6
1430,15,6,1,False,True,1143,6
1431,209,7,1,False,False,1143,6
1432,226,8,1,False,False,1143,6
1433,194,9,1,False,False,1143,6
1434,25,10,2,True,False,1143,6
1435,118,11,1,False,False,1143,6
1436,48,12,0,False,False,1143,6
1437,68,13,0,False,False,1143,6
1438,258,14,0,False,False,1143,6
1439,239,15,0,False,False,1143,6
1440,103,1,1,False,False,1143,7
1441,258,2,1,False,False,1143,7
1442,68,3,1,False,False,1143,7
1443,211,4,1,False,True,1143,7
1444,284,5,1,False,False,1143,7
1445,15,6,2,True,False,1143,7
1446,33,7,1,False,False,1143,7
1447,209,8,1,False,False,1143,7
1448,118,9,1,False,False,1143,7
1449,194,10,1,False,False,1143,7
1450,25,11,1,False,False,1143,7
1451,48,12,0,False,False,1143,7
1452,264,13,0,False,False,1143,7
1453,239,14,0,False,False,1143,7
1454,5,15,0,False,False,1143,7
1455,103,1,1,False,False,1143,8
1456,57,2,1,False,False,1143,8
1457,68,3,1,False,True,1143,8
1458,264,4,1,False,False,1143,8
1459,284,5,1,False,False,1143,8
1460,15,6,1,True,False,1143,8
1461,33,7,1,False,False,1143,8
1462,209,8,1,False,False,1143,8
1463,118,9,2,False,False,1143,8
1464,266,10,2,False,False,1143,8
1465,25,11,2,False,False,1143,8
1466,48,12,0,False,False,1143,8
1467,258,13,0,False,False,1143,8
1468,239,14,0,False,False,1143,8
1469,5,15,0,False,False,1143,8
1470,103,1,1,False,False,1143,9
1471,57,2,1,False,False,1143,9
1472,68,3,1,False,False,1143,9
1473,264,4,1,False,False,1143,9
1474,43,5,1,False,False,1143,9
1475,215,6,2,True,False,1143,9
1476,15,7,1,False,True,1143,9
1477,33,8,1,False,False,1143,9
1478,209,9,1,False,False,1143,9
1479,118,10,1,False,False,1143,9
1480,25,11,1,False,False,1143,9
1481,48,12,0,False,False,1143,9
1482,239,13,0,False,False,1143,9
1483,266,14,0,False,False,1143,9
1484,5,15,0,False,False,1143,9
1485,46,1,1,False,False,1143,10
1486,26,2,1,False,False,1143,10
1487,68,3,1,False,False,1143,10
1488,43,4,1,False,False,1143,10
1489,62,5,1,False,False,1143,10
1490,13,6,1,False,False,1143,10
1491,15,7,2,True,False,1143,10
1492,33,8,1,False,True,1143,10
1493,164,9,1,False,False,1143,10
1494,161,10,1,False,False,1143,10
1495,55,11,1,False,False,1143,10
1496,103,12,0,False,False,1143,10
1497,290,13,0,False,False,1143,10
1498,372,14,0,False,False,1143,10
1499,264,15,0,False,False,1143,10
1500,103,1,1,False,False,1143,11
1501,57,2,1,False,False,1143,11
1502,68,3,1,False,True,1143,11
1503,264,4,1,False,False,1143,11
1504,215,5,1,False,False,1143,11
1505,15,6,2,True,False,1143,11
1506,33,7,1,False,False,1143,11
1507,209,8,1,False,False,1143,11
1508,406,9,1,False,False,1143,11
1509,118,10,1,False,False,1143,11
1510,25,11,1,False,False,1143,11
1511,48,12,0,False,False,1143,11
1512,239,13,0,False,False,1143,11
1513,43,14,0,False,False,1143,11
1514,5,15,0,False,False,1143,11
1515,103,1,1,False,False,1143,12
1516,57,2,1,False,False,1143,12
1517,68,3,1,False,True,1143,12
1518,264,4,1,False,False,1143,12
1519,5,5,1,False,False,1143,12
1520,215,6,1,False,False,1143,12
1521,15,7,2,True,False,1143,12
1522,209,8,1,False,False,1143,12
1523,239,9,1,False,False,1143,12
1524,406,10,1,False,False,1143,12
1525,25,11,1,False,False,1143,12
1526,48,12,0,False,False,1143,12
1527,118,13,0,False,False,1143,12
1528,43,14,0,False,False,1143,12
1529,33,15,0,False,False,1143,12
1530,103,1,1,False,False,1143,13
1531,43,2,1,False,False,1143,13
1532,342,3,1,False,True,1143,13
1533,5,4,1,False,False,1143,13
1534,215,5,1,False,False,1143,13
1535,15,6,2,True,False,1143,13
1536,209,7,1,False,False,1143,13
1537,33,8,1,False,False,1143,13
1538,118,9,1,False,False,1143,13
1539,406,10,1,False,False,1143,13
1540,133,11,1,False,False,1143,13
1541,48,12,0,False,False,1143,13
1542,264,13,0,False,False,1143,13
1543,57,14,0,False,False,1143,13
1544,239,15,0,False,False,1143,13
1545,103,1,1,False,False,1143,14
1546,43,2,1,False,False,1143,14
1547,342,3,1,False,True,1143,14
1548,5,4,1,False,False,1143,14
1549,57,5,1,False,False,1143,14
1550,215,6,1,False,False,1143,14
1551,15,7,2,True,False,1143,14
1552,209,8,1,False,False,1143,14
1553,17,9,1,False,False,1143,14
1554,406,10,1,False,False,1143,14
1555,133,11,1,False,False,1143,14
1556,48,12,0,False,False,1143,14
1557,264,13,0,False,False,1143,14
1558,118,14,0,False,False,1143,14
1559,239,15,0,False,False,1143,14
1560,103,1,1,False,False,1143,15
1561,57,2,1,False,False,1143,15
1562,43,3,1,False,False,1143,15
1563,342,4,2,False,True,1143,15
1564,5,5,1,False,False,1143,15
1565,215,6,1,False,False,1143,15
1566,239,7,1,False,False,1143,15
1567,209,8,1,False,False,1143,15
1568,17,9,1,False,False,1143,15
1569,406,10,1,False,False,1143,15
1570,133,11,1,False,False,1143,15
1571,48,12,0,False,False,1143,15
1572,264,13,0,False,False,1143,15
1573,118,14,0,False,False,1143,15
1574,15,15,0,True,False,1143,15
1575,103,1,1,False,False,1143,16
1576,218,2,1,False,False,1143,16
1577,43,3,1,False,False,1143,16
1578,372,4,1,False,False,1143,16
1579,361,5,1,False,False,1143,16
1580,396,6,2,True,False,1143,16
1581,27,7,1,False,True,1143,16
1582,209,8,1,False,False,1143,16
1583,17,9,1,False,False,1143,16
1584,329,10,1,False,False,1143,16
1585,367,11,1,False,False,1143,16
1586,48,12,0,False,False,1143,16
1587,215,13,0,False,False,1143,16
1588,183,14,0,False,False,1143,16
1589,133,15,0,False,False,1143,16
1590,103,1,1,False,False,1143,17
1591,342,2,1,False,False,1143,17
1592,43,3,1,False,False,1143,17
1593,372,4,1,False,False,1143,17
1594,361,5,1,False,False,1143,17
1595,183,6,1,False,False,1143,17
1596,396,7,1,False,True,1143,17
1597,27,8,1,False,False,1143,17
1598,17,9,1,False,False,1143,17
1599,477,10,2,True,False,1143,17
1600,329,11,1,False,False,1143,17
1601,48,12,0,False,False,1143,17
1602,133,13,0,False,False,1143,17
1603,209,14,0,False,False,1143,17
1604,215,15,0,False,False,1143,17
